title,link,description,pubdate,location,timestamp
Lead Frontend Engineer,https://app.remotesome.com/jobs/48a99a68-b90d-11ed-981f-06e2d80b3260,"Flexkeeping is the most comprehensive hotel housekeeping and team communication platform.What Flexkeeping does it expedites and automates daily operations and staff communication. Our task management and housekeeping software ensure hotel staff are always up-to-date, hotel rooms spotless, and workflow smooth. However, the ultimate winners are the guests!Join our small and growing team who helps hotels around the world build amazing opportunities. ",2023-08-13,UTC+0 UTC+2,2023-08-13 11:01:44.803804
Backend / Fullstack Software Engineer,https://app.remotesome.com/jobs/51635bfc-b909-11ed-a259-06e2d80b3260,"B2B SaaS solution to measure, verify, analyse and report your impact. As a spin-off from the Technical University of Munich we are building an exciting solution for teams to measure their impact. Impact-driven organizations face troubles of showcasing their impact in simple way and we are making that easier. Join our small and growing team and have a chance to have a high impact in the works of our startup. ",2023-08-13,UTC+0 UTC+3,2023-08-13 11:01:44.832494
QA Engineer,https://app.remotesome.com/jobs/0718ffae-9742-11ed-bc80-06e2d80b3260,We are improving lives of gamers by unlocking the potential of in-game assets through the power of blockchain and NFTs. Join us on our mission to empower million gamers around the world.,2023-08-13,UTC+0 UTC+4,2023-08-13 11:01:44.889839
Blockchain Engineer,https://app.remotesome.com/jobs/3b382f60-2471-11ed-9728-06e2d80b3260,"Solidants mission is to provide cutting-edge blockchain solutions tailored to your specific needs, developed and supported by a team of professionals with years of experience.We strive to stay at the very front by investing in research, innovation and development of new leading-edge solutions.Solidant is a remote company in spirit. We have 13 team members spanning through multiple companies and continents. We dont care where you are located. Primarily we want to build our team consisting of talented individuals with a high level of independence and hunger to learn and work on interesting projects.",2023-08-13,UTC+0 UTC+3,2023-08-13 11:01:44.981526
Ruby on Rails Engineer,https://app.remotesome.com/jobs/c9732cf6-118c-11ec-93ff-7e3f2e6a1433,"Latori is a First Shopify Plus Partner Agency in Germany that specializes in individual software development and consulting in the area of&nbsp;Shopify. From consulting to implementation, maintenance, and working on new next-level products with established big brands, we are partners of over 250 companies for successful IT projects.",2023-08-13,UTC+0 UTC+0,2023-08-13 11:01:45.045941
Frontend Developer,https://app.remotesome.com/jobs/c50fd572-00c7-11ec-88e4-7e3f2e6a1433,"Latori is a First Shopify Plus Partner Agency in Germany that specializes in individual software development and consulting in the area of&nbsp;Shopify. From consulting to implementation, maintenance, and working on new next-level products with established big brands, we are partners of over 250 companies for successful IT projects.",2023-08-13,UTC+1 UTC+1,2023-08-13 11:01:45.079105
Frontend React Technical Interviewer (Part Time),https://app.remotesome.com/jobs/4727e216-f538-11eb-b84b-7e3f2e6a1433,"Talent is everywhere. Opportunities are not.At Remotesome, we are on a mission to help thousands of engineers around the world find their next full-time remote job.Through a unique vetting process, we are helping engineers showcase their skills so we can recommend them to emerging and promising companies around the world.We have numerous appraisals of engineers for which we have found life-changing jobs as well as happy companies who couldn’t believe how many great engineers we help them bring on board.We are looking for a software engineer with technical interviewing or screening experience to join our team and help us with vetting software engineers.&nbsp;",2023-08-13,UTC-8 UTC+3,2023-08-13 11:01:45.113609
Sales Engineer (East Region),https://www.remoteimpact.io/jobs/sales-engineer-east-region-red-canary-a94e5,Red Canary,2023-08-13,Remote,2023-08-13 11:01:45.487558
"Director, National Board Affairs",https://www.remoteimpact.io/apply/a94e5,Planned Parenthood,2023-08-13,,2023-08-13 11:01:45.487558
Commercial Service Network Manager,https://www.remoteimpact.io/jobs/director-national-board-affairs-planned-parenthood-62fcf,Omnidian,2023-08-13,Remote,2023-08-13 11:01:45.487558
"Staff Recruiter, Product TA",https://www.remoteimpact.io/apply/62fcf,Lucid Motors,2023-08-13,Remote,2023-08-13 11:01:45.487558
"Director, Customer Success- Agency",https://www.remoteimpact.io/jobs/commercial-service-network-manager-omnidian-90ef0,Vivian,2023-08-13,Remote,2023-08-13 11:01:45.487558
Account Associate,https://www.remoteimpact.io/apply/90ef0,Propel,2023-08-13,US Remote,2023-08-13 11:01:45.487558
Senior Manager - Strategic Marketing Initatives,https://www.remoteimpact.io/jobs/staff-recruiter-product-ta-lucid-motors-43bb7,ZOE,2023-08-13,UK Remote,2023-08-13 11:01:45.487558
"Senior Manager, Firefox Mobile",https://www.remoteimpact.io/apply/43bb7,Mozilla,2023-08-13,Remote Canada,2023-08-13 11:01:45.487558
"Senior Manager, Revenue Accounting",https://www.remoteimpact.io/jobs/director-customer-success-agency-vivian-6b880,Life360,2023-08-13,Remote USA,2023-08-13 11:01:45.487558
Enterprise Area Sales Manager - Southeast,https://www.remoteimpact.io/apply/6b880,Gitlab,2023-08-13,Remote US,2023-08-13 11:01:45.487558
Full-stack AI Engineer,https://www.remoteimpact.io/jobs/account-associate-propel-47de3,"📌 SOAX is a value-driven UK company dedicated to empower the world and help people advance tomorrow’s technologies with public data at their service. Our product is a high-margin and fast-growing SaaS business with a usage-based pricing model operated by a stellar team of 70+ fully remote people across 20+ countries. Founded in early 2020, SOAX has won the hearts of 1000+ data-hungry organizations across the globe with its core product — robust infrastructure for public data collection (a.k.a Residential Rotating Back-connect Proxy Network). We are seeking a highly skilled and motivated Full-stack AI Specialist to join our dynamic team. As a Frontier-AI Specialist, you will be at the forefront of cutting-edge artificial intelligence research and development. Your role will involve pushing the boundaries of AI technologies to create innovative solutions and drive business growth. Responsibilities   Collaborate with cross-functional teams to understand business needs and develop AI services   Design and implement AI models and algorithms to solve complex problems   Conduct in-depth research on the latest AI techniques and stay up-to-date with industry trends   Evaluate and enhance existing AI systems and algorithms for optimal performance   Collaborate with data scientists and engineers to integrate AI solutions into production systems   Requirements   Background in machine learning, deep learning, and natural language processing   Proficiency in programming languages such as Node.js/Python + Flask (huge plus)   Experience with OpenAI API as a huge plus.   Experience with API development and low-code solutions as a plus.   Experience with AI frameworks and libraries (e.g., TensorFlow, PyTorch).   Ability to work in a fast-paced, innovative environment.   What we offer   Four-day workweek &amp; flexible working hours. We believe in the power of results, not just the number of hours worked.   Remote-first location policy which means you have the freedom to live and work wherever you choose. You can travel the world or stay put, its up to you. And with 4 weeks of paid vacation, 9 company-wide holidays, and 5 additional holidays-on-demand, youll have plenty of time to explore.   At SOAX, were all about helping you achieve your wildest dreams. Whether youre a seasoned pro or just starting out, we provide global opportunities to help you grow and shine. Were a fast-growing startup with big goals, and we want you to help us achieve the next milestone in our journey.   We know that continuous learning and development are key to success, which is why we provide learning and development budgets for courses and books. With a competitive salary and benefits in GBP, were committed to ensuring you have everything you need to thrive.   Last but not least, youll be joining a fantastic team of enthusiasts who value collaboration, energy, and openness. Our onboarding process is fast-paced yet supportive, so youll feel right at home from day one.  ",2023-08-13,Remote Worldwide,2023-08-13 11:01:45.487558
Account Executive,https://www.remoteimpact.io/apply/47de3,"About the company Meilisearch is on a mission to help developers create great search experiences. We want to make it easy to find anything anywhere by providing a Rust-based search engine with a focus on usability and intuitive API design. We are a fully open-source company: from our search engine, to our design specifications, to our official SDKs and libraries, everything we do is public, transparent, and made in collaboration with our vibrant community. Founded in 2018, Meilisearch is headquartered in Paris. We completed a $15 million round of funding in September 2022, and are backed by leading international investors&nbsp;Felicis Ventures,&nbsp;CRV,&nbsp;LocalGlobe, Mango Capital, Seedcamp, and&nbsp;Vercel CEO&nbsp;Guillermo Rauch. We are a team of 33 passionate people and our project is growing fast. We have been developing our OSS search engine product since 2018, and have publicly monetized our Cloud offer for a few months 🎉&nbsp;We are looking for our first Account Executive to help us drive sales, revenue growth and engage with our customers. About the team You will directly report to Thomas, our COO and co-founder. You will play a crucial role in growing our sales activity from the ground up and shaping our sales processes! Collaborating with Quentin, co-founder and CEO, Ferdinand, Head of Developer Relations, and Maya, Product Marketing Manager, you will make significant contributions to building Meilisearch into a successful business and solidifying our position in the market. We are looking for a versatile Account Executive who will thrive in a hybrid role combining both pre-sales and post-sales responsibilities. You will be responsible for prospecting and qualifying leads, building a robust sales pipeline, and proactively discovering why customers choose Meilisearch Cloud and what they like about it. To know more about the rest of Meili people, check out this page. What you’ll be doing As an Account Executive, your role will include: ➤ Sales process management &amp; pipeline development  Manage the entire sales process from lead generation to deal finalization. Build a sales pipeline by conducting prospecting activities to identify and qualify potential leads. Engage with prospects and users within our extensive open-source community to comprehend their needs and demonstrate the value of Meilisearch Cloud in addressing their search-related challenges.  ➤ Collaboration with Marketing teams  Work closely with Product Management to provide valuable field insights based on prospect and customer feedback. Collaborate with Product Marketing and Developer Marketing teams to drive business growth and support the achievement of sales targets.  ➤ Strategic market insights  Contribute insight to maintain up-to-date knowledge of Meilisearch Cloud and its competitive landscape. Actively contribute to the voice of market study. Contribute insight to help refine the ideal customer profile  Our ideal profile - Hard skills  Must-have: Minimum 3 years of experience as an account executive, account manager, or sales engineer in a tech-related field. You demonstrated experience working with and selling to tech professionals and developers. You possess strong communication and presentation skills, delivering technical presentations and live demonstrations to both technical and non-technical audiences. You have a proven track record of achieving sales targets and driving revenue growth. You have experience building and managing pipelines, along with a solid understanding of CRM systems, sales cycle stages, and knowledge of various sales methodologies. You have a knack for administrative tasks, allowing you to organize and maintain sales-related documentation and data efficiently. Nice to Have: A tech background and familiarity with search engine software are a big plus. Fluency in additional languages in addition to English. Familiarity with other search engine software. Acquaintance with the US and European markets  Our ideal profile - Soft skills  Your fit with our team is as important to us as your technical background, if not more so. We are looking for someone with these important soft skills: You have a proactive approach to problem-solving, identifying improvement areas and demonstrating a growth mindset. You can adapt to changing priorities, adjusting strategies and approaches as needed. You process a strong aptitude for building things from scratch. You enjoy teamwork while valuing the opportunity to work independently and take full ownership of your areas of responsibility.  Recruitment process Please send us your resume and a quick note of why you might be a good fit for this job. Dont hesitate to have a look at our LinkedIn page, as well as our Meet the Team page (under construction). 1. Screening interview (45min) : If your profile fits, our Talent Acquisition Manager will contact you for a video call to get to know you a bit better (who you are, your background &amp; ambitions, company culture &amp; company ambition). If it doesnt fit you will get an email from us. 2. Hiring Manager interview (1h) : you will meet your future manager and a team member. They will assess your technical fit with the role and ask you questions about your working methods. 3. Technical Assessment. We will ask you to complete an assignment and will schedule 45 min to debrief, to evaluate your skills and give you a better idea of what working at Meilisearch could be like. 4. Team-fit interview (1h) You will meet one or two people from teams you will engage with every day, to speak about your experience, and skillset and to assess your fit with Meilisearch values. 5. Reference check. At the same time, we will conduct a reference check with 2 people of your choosing, who you are working with or have worked with the past. Why youll enjoy working with us   Permanent full-time contract,   Stock options,   We are open to fully remote applications, as long as you are between GMT-4 and GMT+5 time zones,   4 day work week &amp; flexible working hours,   If you’re working from home, we will provide either a stipend for you to equip yourself, or an access to Fleex (Europe). We also reimburse up to 500 EUR / month for your co working expenses,   Access to a mental health platform ( moka.care) + 6 sessions with a coach/trained therapist,   We support physical health and provide either a membership or a stipend for your sports activities each month,   3 months paid parental leave,   6 weeks paid time off,   Management training to freshly hired and newly appointed managers,   We all get together at least once a year for a company offsite.   Not sure you meet all qualifications? Let us decide! Research shows that women and members of other under-represented groups tend not to apply to jobs when they think they may not meet every qualification, when, in fact, they often do! We strive to develop an inclusive work environment that reflects the diversity of our open-source community. We strongly encourage you to apply!",2023-08-13,Remote Worldwide,2023-08-13 11:01:45.487558
Vice President of People &amp; Culture,https://www.remoteimpact.io/jobs/senior-manager-strategic-marketing-initatives-zoe-01009,"📌 SOAX is a value-driven UK company dedicated to empower the world and help people advance tomorrow’s technologies with public data at their service. Our product is a high-margin and fast-growing SaaS business with a usage-based pricing model operated by a stellar team of 70+ fully remote people across 20+ countries. Founded in early 2020, SOAX has won the hearts of 1000+ data-hungry organizations across the globe with its core product — robust infrastructure for public data collection (a.k.a Residential Rotating Back-connect Proxy Network). As the VP of People &amp; Culture, youre the heart and soul of shaping our awesome organizational culture while driving our scaling plans. You will collaborate across multiple functions to ensure that our values are not just words, but are ingrained in every aspect of our operations. Your responsibilities will encompass a wide spectrum of HR and culture-building initiatives, making this role both dynamic and impactful. Responsibilities:   Implement and roll out a full People&amp;Culture strategy;   Work collaboratively across the key areas of the business to influence and support international growth and scale-up plans and strategy;   Evangelize our values and culture;   Help to coordinate team building activities and group events as well as administering employee perks and benefits;   Developing recruitment strategies with the assistance of a Talent team.   What will you need to succeed?   5+ years of experience in Human Resources;   Experience working in a fast-paced, growing company where business is constantly evolving;   Experience working with data from diverse sources and turning data into insights;   Strong collaborator, managing multiple inputs and delivering solutions with a one-team mindset while maintaining a good sense of humor;   Fluent English;   Comfort working in a fully remote environment.   What we offer   Four-day workweek &amp; flexible working hours. We believe in the power of results, not just the number of hours worked.   Remote-first location policy which means you have the freedom to live and work wherever you choose. You can travel the world or stay put, its up to you. And with 4 weeks of paid vacation, 9 company-wide holidays, and 5 additional holidays-on-demand, youll have plenty of time to explore.   At SOAX, were all about helping you achieve your wildest dreams. Whether youre a seasoned pro or just starting out, we provide global opportunities to help you grow and shine. Were a fast-growing startup with big goals, and we want you to help us achieve the next milestone in our journey.   We know that continuous learning and development are key to success, which is why we provide learning and development budgets for courses and books. With a competitive salary and benefits in GBP, were committed to ensuring you have everything you need to thrive.   Last but not least, youll be joining a fantastic team of enthusiasts who value collaboration, energy, and openness. Our onboarding process is fast-paced yet supportive, so youll feel right at home from day one.  ",2023-08-13,Remote Worldwide,2023-08-13 11:01:45.487558
Senior Staff WordPress Engineer,https://www.remoteimpact.io/apply/01009,"What You’ll Do at XWP Be An Engaged Team Member   Deliver praise and constructive feedback across the organization and work to foster a culture of seeking out feedback and using it as a tool for growth   Demonstrate the cultural value of effective communication: Identifying the audience and listening to understand   Foster a culture of documentation and knowledge sharing, where people are encouraged to share in a respectful manner   Lead medium and large scale projects  Create a positive work environment where other developers learn from your leadership and expertise Act as engineering lead, providing the technical architecture, on at one or two projects concurrently Lead estimations for all tickets in the backlog and participate in Backlog Grooming, Sprint Planning, and Sprint Review Meetings Lead code reviews, mentor and give feedback to other developers working on projects  Write Secure, Performant, Scalable Code  Develop custom WordPress plugins for use at enterprise scale Create custom React-based Gutenberg Blocks Utilize WordPress technologies like WP-CLI and the WP-REST-API Use package management and build tools as part of CI/CD workflows Implement WordPress, PHP, Javascript and CSS best practices across projects Debug across a wide range of browsers and devices  Strategic impact   Support teams in their understanding of our organization and the client’s strategies and how they apply to their project   Help to define technical strategy and tooling and support the implementation across teams   Support the simplification of project technical designs across several teams   What Success Looks Like   Proposed deliverables and solutions are completed on time and on budget across teams   Successful mentoring of less experienced engineers   Collaborative and effective communication across global time zones and cultures   Proactive approach to learning, growth, and sharing   Having the trust and confidence of your teammates   Leading by example and treating others with respect   Payscale &amp; Benefits   Trust and support from your colleagues (we look out for each other and work together towards our shared goals and vision)   The rewards of a highly collaborative culture (we’re a team, not a working group)   Remote work done right! High levels of flexibility, skip the commute, time to invest in family, caregiving, and interests outside of work   The chance to play an important part in helping XWP achieve its full potential and make a meaningful difference for our clients, team members and the open web   An expected salary range of USD $100,000 to $125,000 or contractor rates of $55-$70/hr   Unleash+ allowance of $2,500 per year to enrich your life, and other benefits   Intrigued? Apply now (link below) and tell us about yourself, what this role will mean to you, and why you are who we’re seeking. If you’re not the person we are looking for, please share this with anyone you know who might be!",2023-08-13,Remote Worldwide,2023-08-13 11:01:45.487558
Principal WordPress Engineer,https://www.remoteimpact.io/jobs/senior-manager-firefox-mobile-mozilla-56f77,"What You’ll Do at XWP Provide Technical leadership   Lead out some of our most complex and challenging large scale enterprise WordPress projects, making decisions in alignment with organizational goals   Write clear, readable, maintainable, production-ready code and provide in-depth code review to team members   Serve as an expert within XWP for multiple codebases and related skillsets (Backend, Frontend, Web Performance, Gutenberg), including the breadth of components and how they interact   Take responsibility for organizational practices and processes and their continuous improvement   Foster a culture of mentoring and support others in their growth as mentors   Promote big picture prioritization, clearly communicated expectation setting, and cost-vs-value economic thinking across the organization   Be An Engaged Team Member   Deliver praise and constructive feedback across the organization and work to foster a culture of seeking out feedback and using it as a tool for growth   Demonstrate the cultural value of effective communication: Identifying the audience and listening to understand   Foster a culture of documentation and knowledge sharing, where people are encouraged to share in a respectful manner   Write Secure, Performant, Scalable Code  Develop custom WordPress plugins for use at enterprise scale Create custom React-based Gutenberg Blocks Utilize WordPress technologies like WP-CLI and the WP-REST-API Use package management and build tools as part of CI/CD workflows Implement WordPress, PHP, Javascript and CSS best practices across projects Debug across a wide range of browsers and devices  Strategic impact   Support our organizations strategies and how they relate to the engineering discipline, our processes, workflows and technical guidelines   Understand and work at a strategic level, influencing decisions to achieve organizational alignment on major goals and ensure successful implementation   Actively seek to create or redefine roadmaps across the organization with project &amp; business counterparts   What Success Looks Like   Growing the percentage of projects using the tools and processes from our documented best practices   XWPs tools and processes are helping our team, our clients, and the greater WordPress community   Client projects delivered on time and on budget   Contribute to our community in a visible way, further establishing expertise and leadership   Engineers feel supported to deliver quality solutions and code efficiently   You’ve invested in learning and developing your skills   Payscale &amp; Benefits   Trust and support from your colleagues (we look out for each other and work together towards our shared goals and vision)   The rewards of a highly collaborative culture (we’re a team, not a working group)   Remote work done right! High levels of flexibility, skip the commute, time to invest in family, caregiving, and interests outside of work   The chance to play an important part in helping XWP achieve its full potential and make a meaningful difference for our clients, team members and the open web   An expected starting salary range of USD $110,000 to $135,000 or contractor rates of $65-$85/hr   Unleash+ allowance of $2,500 per year to enrich your life, and other benefits   Intrigued? Apply now (link below) and tell us about yourself, what this role will mean to you, and why you are who we’re seeking. If you’re not the person we are looking for, please share this with anyone you know who might be!",2023-08-13,Remote Worldwide,2023-08-13 11:01:45.487558
Chief Product Officer,https://www.remoteimpact.io/apply/56f77,"📌 SOAX is a value-driven UK company dedicated to empower the world and help people advance tomorrow’s technologies with public data at their service. Our product is a high-margin and fast-growing SaaS business with a usage-based pricing model operated by a stellar team of 70+ fully remote people across 20+ countries. Founded in early 2020, SOAX has won the hearts of 1000+ data-hungry organizations across the globe with its core product — robust infrastructure for public data collection (a.k.a Residential Rotating Back-connect Proxy Network). We seek a Chief Product Officer (CPO) with extensive experience and a forward-thinking mindset to lead our product development and innovation strategy. As the CPO, your main responsibility will be to oversee the product strategy and its execution, ensuring that we deliver top-quality products that meet our customers’ needs. You will collaborate with the Core Team and field stakeholders to create and expand our products, reporting directly to the CEO. To fill this leadership position, you must possess strong strategic thinking abilities, excellent communication skills, and a comprehensive understanding of market trends and customer insights. Responsibilities:   Develop a product strategy for the entire range of products offered by SOAX.   Align teams, stakeholders, and investors around a direction of travel and a north star, as well as build consensus on how to move forward.   Shape product culture that fosters growth by embracing ongoing learning and innovation.   Define the product roadmap, prioritize features and enhancements, and allocate resources effectively.   Collaborate with cross-functional teams, including marketing, sales, and engineering, to ensure successful product launches and go-to-market strategies.   Build strong relationships with key stakeholders, including customers, partners, and industry experts.   Monitor and evaluate product performance, gather customer feedback, and make data-informed decisions to improve product value.   What will you need to succeed?   5+ years leadership experience in product management roles, specifically in positions such as Head of Product, VP, or CPO.   Previous experience with managing a diverse portfolio of products is highly preferred.   Proven experience in mergers and acquisitions (M&amp;A) will be a plus   A degree in Engineering, Science or Marketing is required.   Experience in launching new products from scratch would be a big plus.   Ability to make informed decisions under conditions of uncertainty.   Ability to communicate clearly and provide extensive answers to “why” questions of all types.   Ability to take responsibility for outcomes.   Ability to drive the execution of teams in a fast-paced environment.   What we offer   Four-day workweek &amp; flexible working hours. We believe in the power of results, not just the number of hours worked.   Remote-first location policy which means you have the freedom to live and work wherever you choose. You can travel the world or stay put, its up to you. And with 4 weeks of paid vacation, 9 company-wide holidays, and 5 additional holidays-on-demand, youll have plenty of time to explore.   At SOAX, were all about helping you achieve your wildest dreams. Whether youre a seasoned pro or just starting out, we provide global opportunities to help you grow and shine. Were a fast-growing startup with big goals, and we want you to help us achieve the next milestone in our journey.   We know that continuous learning and development are key to success, which is why we provide learning and development budgets for courses and books. With a competitive salary and benefits in GBP, were committed to ensuring you have everything you need to thrive.   Last but not least, youll be joining a fantastic team of enthusiasts who value collaboration, energy, and openness. Our onboarding process is fast-paced yet supportive, so youll feel right at home from day one.  ",2023-08-13,Remote Worldwide,2023-08-13 11:01:45.487558
FP&amp;A Sr. Analyst,https://www.remoteimpact.io/jobs/senior-manager-revenue-accounting-life360-88453,"This is a remote position. We’re looking for an exceptional FP&amp;A Sr. Analyst. As an FP&amp;A Senior Analyst, you will play a key role in driving financial planning and analysis activities within the Finance &amp; Administration Department. You will work closely with the finance team, department leads, and senior management to provide insightful financial analysis, develop strategic plans, and contribute to the overall financial performance of the company. This position requires a strong analytical mindset, excellent problem-solving skills, and the ability to communicate complex financial information effectively. Responsibilities:   Conduct in-depth financial analysis, including variance analysis, financial modeling, and forecasting.   Prepare monthly, quarterly, and annual financial reports and presentations for senior management, providing key insights and recommendations.   Collaborate with cross-functional teams to gather financial data, analyze business performance, and identify areas for improvement.   Assist in the development of annual budgets, long-range plans, and strategic initiatives, ensuring alignment with company objectives.   Monitor key performance indicators (KPIs) and provide meaningful analysis to drive business decisions.   Support the preparation of financial forecasts, including revenue, expenses, and profitability projections.   Analyze market trends, industry dynamics, and competitor performance to identify opportunities and risks.   Provide financial support for special projects and initiatives, including mergers and acquisitions, pricing analysis, and cost optimization.   Develop financial models and tools to improve efficiency and accuracy in financial planning and analysis processes.   Stay updated on relevant accounting principles, regulations, and industry best practices to ensure compliance and mitigate financial risks.   Requirements   Bachelors degree in Finance, Accounting, Economics, or a related field. A masters degree or relevant professional certification (CFA, CPA, CMA, etc.) is a plus.   Minimum of 5 years of experience in financial planning, analysis, forecasting, budgeting, and reporting, preferably in a corporate setting.   Strong proficiency in financial modeling.   Advanced skills in Microsoft Excel and financial software (e.g., ERP systems, data visualization tools).   Excellent analytical and problem-solving abilities, with keen attention to detail.   Solid understanding of accounting principles and financial statements.   Ability to flawlessly speak and write in English (minimum upper-intermediate level)   Strong communication skills, both written and verbal, with the ability to present complex financial information in a clear and concise manner.   Proven ability to work effectively in a fast-paced, dynamic environment, managing multiple priorities and meeting deadlines.   Nice to have:   Experience at US-based tech startups   Experience in international Recruiting companies   Storytelling skills: Strong business acumen and the ability to translate financial insights into actionable recommendations.   Benefits   100% remote   4-day Workweek (Fridays off)   Last week of December off   PTO Policy: 2 weeks   Language classes   Maternity/Paternity leave   Equipment (1vs1 stipend)   Career Support   Crypto Payments in USDT - Optional   Company Offsites &amp; Nexton Beers   Birthday gifts  ",2023-08-13,Remote Worldwide,2023-08-13 11:01:45.487558
